,Club,League,Age,National,Height,Main_position,Foot,Market_Value,Months_left,Start_app,Sub_app,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Market_Value_log,Card,Position_Group,Continent,Continent_Grouped,Club_Group
44,VfL Bochum,Bundesliga,29,Brazil,186,Centre-Back,left,5.5,1.0,16.0,2.0,1466.0,0,0,5,0,0.3,76.2,3.7,0,6.79,5.9,3.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.7,0.3,0.0,4.2,0.1,0.1,0.2,0.5,1.2,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0.2,0.0,43.4,4.6,4.6,28.5,5.7,0.5,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,2.2,0.4,2.6,1.8718021769015913,5,Phòng ngự,American,Other,Lower Tier
45,1.FC Heidenheim 1846,Bundesliga,31,Georgia,189,Centre-Forward,both,2.5,49.0,10.0,2.0,895.0,2,2,0,0,1.5,69.0,1.9,2,6.82,6.8,1.9,4.9,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.8,0.0,0.0,0.4,1.3,0.7,2.0,1.2,0.6,0.2,0.0,0.2,0.0,0.3,0.9,0.0,0.9,0.5,15.3,0.3,0.2,10.3,4.6,2.0,1.2,0.0,0.0,0.0,0.0,1.5,0.3,0.1,1.2,1.3,0.3,1.7,1.252762968495368,0,Tiền đạo,Europe,Europe,Bottom Tier
46,Eintracht Frankfurt,Bundesliga,19,Turkey,186,Attacking Midfield,right,18.0,49.0,6.0,12.0,624.0,4,1,1,0,1.4,82.9,0.2,1,6.56,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.5,0.1,0.0,0.2,0.6,0.5,1.1,0.8,0.4,0.2,0.0,0.2,0.0,0.1,0.8,0.1,0.7,0.0,14.3,0.4,0.3,11.5,2.2,1.0,0.8,0.0,0.0,0.0,0.0,1.4,0.3,0.1,1.1,0.6,0.2,0.8,2.9444389791664403,1,Tiền đạo,Europe,Europe,Mid-High Tier
47,Holstein Kiel,Bundesliga,30,Sweden,194,Centre-Back,right,0.7,13.0,4.0,3.0,390.0,0,0,0,0,0.1,86.7,2.7,0,6.31,4.7,2.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,4.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,1.1,0.6,0.0,0.6,0.0,32.1,1.3,0.9,26.6,3.4,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.4,1.0,0.5306282510621704,0,Phòng ngự,Europe,Europe,Bottom Tier
48,FC St. Pauli,Bundesliga,25,Germany,186,Central Midfield,left,1.0,1.0,16.0,6.0,1397.0,2,0,0,0,0.9,70.7,1.1,1,6.43,2.8,1.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.0,0.0,0.8,0.6,0.5,1.1,0.7,0.6,0.1,0.0,0.0,0.0,0.5,0.4,0.1,0.3,0.1,17.8,0.4,1.0,12.2,4.2,1.2,0.8,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.5,1.0,0.5,1.5,0.6931471805599453,0,Tiền vệ,Europe,Europe,Bottom Tier
49,Borussia Dortmund,Bundesliga,21,England,188,Central Midfield,right,15.0,1.0,1.0,7.0,218.0,1,0,1,0,1.0,79.4,0.8,0,6.64,1.6,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.1,0.8,0.8,1.5,0.6,0.4,0.1,0.0,0.0,0.1,0.1,0.9,0.0,0.9,0.1,12.8,0.1,0.0,10.0,2.6,1.4,0.9,0.0,0.0,0.0,0.0,1.0,0.3,0.1,0.6,0.6,0.0,0.6,2.772588722239781,1,Tiền vệ,Europe,Europe,Mid-High Tier
50,RB Leipzig,Bundesliga,22,France,184,Centre-Back,left,50.0,49.0,16.0,5.0,1397.0,0,0,2,0,0.2,86.6,1.1,1,6.73,1.8,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.1,0.0,3.0,0.6,0.7,1.2,0.7,0.5,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,51.3,1.6,2.0,42.9,4.9,1.0,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,1.5,0.3,1.8,3.9318256327243257,2,Phòng ngự,Europe,Europe,Top Tier
51,VfB Stuttgart,Bundesliga,27,Germany,181,Left Winger,right,18.0,37.0,21.0,9.0,1805.0,2,2,1,0,1.0,84.7,0.1,2,6.59,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.6,0.0,0.0,0.5,1.4,1.3,2.7,0.2,0.2,0.1,0.0,0.0,0.0,0.2,0.9,0.2,0.8,0.1,27.0,0.5,0.3,22.3,3.8,1.2,0.8,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.8,0.4,0.5,0.9,2.9444389791664403,1,Tiền đạo,Europe,Europe,Mid-High Tier
52,FC Augsburg,Bundesliga,22,France,193,Centre-Back,right,17.0,1.0,25.0,2.0,2281.0,1,0,4,0,0.4,85.4,2.2,2,6.91,3.1,2.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,0.1,0.0,5.3,0.1,0.2,0.4,0.3,0.3,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.1,0.0,41.7,1.3,1.7,34.4,4.4,0.7,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.2,1.0,0.3,1.3,2.8903717578961645,4,Phòng ngự,Europe,Europe,Mid-High Tier
53,RB Leipzig,Bundesliga,25,Austria,180,Attacking Midfield,right,15.0,37.0,17.0,12.0,1515.0,2,1,5,0,1.3,70.3,1.4,0,6.51,2.7,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.2,0.2,0.0,0.7,0.9,0.6,1.4,1.0,1.4,0.1,0.0,0.0,0.0,0.4,0.7,0.0,0.6,0.1,18.9,0.7,0.7,12.6,5.0,1.5,1.0,0.0,0.0,0.0,0.0,1.3,0.3,0.2,0.8,1.5,0.8,2.3,2.772588722239781,5,Tiền đạo,Europe,Europe,Mid-High Tier
54,1.FC Union Berlin,Bundesliga,38,Austria,189,Right-Back,right,0.6,13.0,18.0,5.0,1582.0,0,2,5,0,0.3,66.6,1.0,0,6.72,1.5,1.0,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.3,0.2,0.0,3.3,0.2,0.1,0.3,0.2,0.6,0.0,0.0,0.0,0.0,0.7,1.3,0.5,0.7,0.0,20.2,1.7,2.6,11.7,4.1,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,1.5,0.5,2.0,0.4700036292457355,5,Phòng ngự,Europe,Europe,Bottom Tier
55,VfL Bochum,Bundesliga,35,Costa Rica,175,Right-Back,right,0.5,1.0,1.0,10.0,200.0,1,0,1,0,0.4,63.4,0.0,0,6.15,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.5,0.2,0.0,0.2,0.3,0.1,0.1,0.0,0.1,0.0,0.2,0.3,0.0,0.3,0.0,8.5,0.5,1.5,4.8,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.7,0.5,1.3,0.4054651081081644,1,Phòng ngự,American,Other,Bottom Tier
56,FC Augsburg,Bundesliga,26,Switzerland,194,Centre-Back,left,5.5,1.0,12.0,0.0,1004.0,0,2,5,1,0.4,78.7,1.7,1,7.04,2.9,1.7,1.3,0.1,0.0,0.1,0.0,0.0,0.2,0.7,0.3,0.6,0.4,0.1,6.2,0.3,0.1,0.3,0.5,1.2,0.0,0.0,0.0,0.0,1.6,0.5,0.2,0.3,0.0,35.7,2.4,3.8,25.7,3.8,0.6,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.8,0.3,1.2,1.8718021769015913,7,Phòng ngự,Europe,Europe,Lower Tier
57,VfB Stuttgart,Bundesliga,25,France,196,Centre-Back,left,6.0,13.0,0.0,2.0,27.0,0,0,1,0,0.0,100.0,0.0,0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,1,Phòng ngự,Europe,Europe,Lower Tier
58,VfL Bochum,Bundesliga,27,Netherlands,184,Attacking Midfield,right,3.0,37.0,11.0,13.0,1086.0,2,0,1,0,0.8,72.6,1.7,0,6.33,3.6,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.9,0.3,0.0,0.3,0.5,1.0,0.1,0.0,0.1,0.0,0.5,0.3,0.0,0.3,0.3,15.4,0.3,0.4,10.8,3.8,0.4,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.7,1.0,0.5,1.5,1.3862943611198906,1,Tiền đạo,Europe,Europe,Lower Tier
59,Bayern Munich,Bundesliga,24,Israel,190,Goalkeeper,right,3.0,37.0,3.0,0.0,270.0,0,0,1,0,0.0,75.5,0.0,0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,3.3,7.7,21.3,0.3,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3862943611198906,1,Phòng ngự,Asia,Other,Lower Tier
60,Borussia Dortmund,Bundesliga,23,Sweden,183,Left-Back,left,5.5,1.0,5.0,4.0,509.0,1,2,0,0,0.4,82.7,0.6,0,6.81,1.4,0.6,0.9,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.3,0.0,0.0,1.9,0.2,0.1,0.3,0.7,0.4,0.1,0.1,0.0,0.0,0.3,0.9,0.1,0.8,0.0,29.6,1.0,1.3,23.4,3.8,0.2,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.3,1.1,0.2,1.3,1.8718021769015913,0,Phòng ngự,Europe,Europe,Lower Tier
61,1.FC Union Berlin,Bundesliga,26,Netherlands,190,Centre-Back,right,13.0,13.0,31.0,0.0,2790.0,1,0,4,0,1.0,78.5,2.9,0,6.7,5.2,2.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.1,0.0,5.0,0.1,0.1,0.2,0.4,1.1,0.0,0.0,0.0,0.0,1.4,0.4,0.1,0.3,0.1,35.9,1.7,4.0,26.5,3.7,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.9,1.1,0.3,1.4,2.6390573296152584,4,Phòng ngự,Europe,Europe,Mid-Tier
62,1.FSV Mainz 05,Bundesliga,31,Germany,187,Centre-Back,right,1.5,13.0,22.0,0.0,1805.0,0,1,0,0,0.1,79.5,1.5,1,6.67,3.2,1.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,3.9,0.4,0.3,0.6,0.2,0.7,0.0,0.0,0.0,0.0,1.1,0.4,0.0,0.4,0.0,48.3,3.0,5.5,35.3,4.4,0.9,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.8,0.4,2.1,0.9162907318741551,0,Phòng ngự,Europe,Europe,Bottom Tier
63,TSG 1899 Hoffenheim,Bundesliga,24,Czech Republic,183,Left-Back,left,7.0,1.0,6.0,8.0,615.0,0,1,0,0,0.4,73.7,0.2,0,6.24,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,1.1,0.6,0.2,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.4,0.1,22.0,0.9,2.4,15.4,3.4,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.4,0.2,0.6,2.0794415416798357,0,Phòng ngự,Europe,Europe,Mid-Tier
64,TSG 1899 Hoffenheim,Bundesliga,20,Germany,180,Centre-Forward,right,1.0,25.0,0.0,2.0,20.0,0,0,0,0,1.0,25.0,1.0,0,6.28,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.6931471805599453,0,Tiền đạo,Europe,Europe,Bottom Tier
65,FC St. Pauli,Bundesliga,24,Austria,191,Centre-Back,both,2.5,13.0,21.0,0.0,1872.0,0,1,3,0,0.2,88.0,1.7,0,6.6,2.9,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.8,0.1,0.0,3.8,0.2,0.1,0.3,0.5,0.9,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.0,0.0,47.5,2.4,2.7,39.4,3.0,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,2.0,0.8,2.7,1.252762968495368,3,Phòng ngự,Europe,Europe,Bottom Tier
66,1.FC Union Berlin,Bundesliga,20,Germany,172,Left Winger,right,0.025,1.0,0.0,2.0,13.0,0,0,1,0,0.0,50.0,0.0,0,6.02,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246926125903715,1,Tiền đạo,Europe,Europe,Bottom Tier
67,RB Leipzig,Bundesliga,27,Germany,181,Left-Back,left,25.0,25.0,20.0,1.0,1610.0,1,4,4,0,0.4,78.5,0.6,1,6.94,1.5,0.6,0.9,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.2,0.8,0.2,0.0,1.8,0.8,0.4,1.2,0.4,1.0,0.0,0.0,0.0,0.0,0.4,2.2,0.7,1.5,0.3,36.0,1.5,2.1,26.7,5.6,0.7,0.4,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,1.5,0.6,2.0,3.258096538021482,4,Phòng ngự,Europe,Europe,Upper Tier
68,Holstein Kiel,Bundesliga,25,Slovenia,190,Centre-Back,right,2.5,49.0,15.0,0.0,1230.0,1,0,4,0,0.5,88.9,1.5,0,6.34,3.7,1.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.7,0.3,0.0,4.1,0.2,0.2,0.4,0.3,1.1,0.1,0.0,0.1,0.0,0.8,0.5,0.0,0.5,0.2,42.1,1.7,1.2,35.7,3.5,0.5,0.3,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.4,1.1,0.2,1.3,1.252762968495368,4,Phòng ngự,Europe,Europe,Bottom Tier
69,Bayern Munich,Bundesliga,26,France,186,Centre-Back,right,50.0,13.0,20.0,0.0,1763.0,2,0,6,0,0.7,94.1,3.0,1,7.22,5.1,3.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.3,0.0,2.3,0.2,0.2,0.3,0.6,1.0,0.1,0.0,0.1,0.0,1.7,0.4,0.1,0.3,0.0,95.4,3.7,1.4,86.1,4.3,0.3,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.4,1.8,0.7,2.5,3.9318256327243257,6,Phòng ngự,Europe,Europe,Top Tier
70,VfL Wolfsburg,Bundesliga,29,Slovakia,189,Centre-Back,right,7.0,1.0,24.0,2.0,2206.0,2,0,4,0,1.0,87.3,2.9,2,6.95,4.2,2.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2,0.0,7.9,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.0,0.0,1.2,0.3,0.0,0.3,0.0,52.5,5.3,3.8,40.5,2.8,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.3,0.6,0.4,1.0,2.0794415416798357,4,Phòng ngự,Europe,Europe,Mid-Tier
71,VfB Stuttgart,Bundesliga,28,Germany,179,Centre-Forward,both,22.0,25.0,17.0,7.0,1459.0,8,2,3,0,2.6,72.8,0.8,0,6.72,2.2,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.0,0.3,0.5,0.3,0.8,0.7,0.9,0.3,0.1,0.2,0.1,0.1,0.7,0.0,0.7,0.4,19.2,0.6,0.3,13.4,4.9,1.9,1.1,0.0,0.0,0.0,0.0,2.6,0.5,0.4,1.8,0.4,0.5,0.9,3.1354942159291497,3,Tiền đạo,Europe,Europe,Mid-High Tier
72,TSG 1899 Hoffenheim,Bundesliga,26,Germany,173,Central Midfield,right,3.0,25.0,6.0,12.0,651.0,0,0,4,0,0.3,88.4,0.1,0,6.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.2,0.0,0.3,0.2,0.2,0.4,0.6,1.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.6,0.0,18.3,0.4,0.3,15.7,1.8,0.4,0.4,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.1,1.2,0.3,1.6,1.3862943611198906,4,Tiền vệ,Europe,Europe,Lower Tier
73,SV Werder Bremen,Bundesliga,26,Germany,180,Left-Back,left,6.0,1.0,14.0,10.0,1317.0,2,2,2,0,0.5,83.8,0.4,0,6.43,0.9,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.7,0.1,0.0,0.9,1.0,0.6,1.7,0.8,0.6,0.1,0.0,0.1,0.0,0.4,0.7,0.2,0.5,0.2,22.6,0.5,0.7,18.5,3.0,0.9,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8,0.2,1.0,1.9459101490553132,2,Phòng ngự,Europe,Europe,Lower Tier
74,TSG 1899 Hoffenheim,Bundesliga,29,Mali,177,Defensive Midfield,right,1.0,1.0,6.0,2.0,296.0,0,0,0,0,0.4,92.3,0.5,0,6.25,1.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.5,0.1,0.5,0.6,0.5,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,19.5,0.5,0.5,17.5,1.0,0.1,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.6,0.3,0.9,0.6931471805599453,0,Tiền vệ,Africa,Africa,Bottom Tier
75,Holstein Kiel,Bundesliga,22,Slovakia,183,Left-Back,left,0.55,1.0,4.0,9.0,383.0,0,2,2,0,0.1,75.4,0.2,0,6.21,0.8,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.2,0.0,1.9,0.1,0.3,0.4,0.5,0.5,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.2,0.1,8.8,0.9,1.1,5.7,1.1,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.5,0.4382549309311553,2,Phòng ngự,Europe,Europe,Bottom Tier
76,1.FSV Mainz 05,Bundesliga,31,Germany,183,Defensive Midfield,right,3.5,37.0,27.0,0.0,2296.0,2,0,11,1,0.5,82.3,1.4,1,6.95,2.8,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.7,0.4,0.0,4.4,0.1,0.2,0.3,1.3,1.7,0.1,0.1,0.0,0.0,1.6,0.4,0.1,0.3,0.0,48.4,3.4,4.5,36.4,4.1,0.7,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.1,2.3,0.7,3.0,1.5040773967762742,13,Tiền vệ,Europe,Europe,Lower Tier
77,Bayer 04 Leverkusen,Bundesliga,26,Burkina Faso,194,Centre-Back,right,40.0,37.0,26.0,0.0,2275.0,0,0,4,0,0.8,87.3,1.9,0,6.65,3.0,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.2,0.0,3.0,0.3,0.4,0.7,0.2,1.2,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.1,0.0,66.8,3.2,3.6,55.1,4.9,0.5,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.3,1.3,0.7,2.0,3.713572066704308,4,Phòng ngự,Africa,Africa,Top Tier
78,VfB Stuttgart,Bundesliga,23,Mali,185,Centre-Forward,both,17.0,1.0,3.0,9.0,351.0,2,1,0,0,1.2,79.8,1.6,1,6.46,2.8,1.6,1.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.3,0.5,0.3,0.8,0.2,0.0,0.1,0.1,0.0,0.6,0.1,0.5,0.1,7.8,0.1,0.0,6.2,1.6,0.8,0.2,0.0,0.0,0.0,0.0,1.2,0.3,0.0,0.9,0.3,0.0,0.3,2.8903717578961645,0,Tiền đạo,Africa,Africa,Mid-High Tier
79,RB Leipzig,Bundesliga,19,France,196,Centre-Back,left,12.0,37.0,11.0,8.0,949.0,0,0,2,1,0.3,84.7,1.0,0,6.5,1.8,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.5,0.1,0.1,4.1,0.1,0.1,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.3,0.0,37.9,1.7,2.5,30.5,3.3,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.2,0.5,1.6,2.5649493574615367,4,Phòng ngự,Europe,Europe,Mid-Tier
80,Eintracht Frankfurt,Bundesliga,29,Tunisia,185,Defensive Midfield,right,9.0,25.0,23.0,4.0,1994.0,0,1,6,0,0.4,89.0,0.6,0,6.61,1.2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.2,0.0,1.4,0.1,0.4,0.5,0.7,0.8,0.0,0.0,0.0,0.0,1.1,0.7,0.1,0.6,0.0,43.9,1.6,1.3,37.5,3.5,0.9,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,1.3,0.9,2.2,2.302585092994046,6,Tiền vệ,Africa,Africa,Mid-Tier
81,FC Augsburg,Bundesliga,27,Germany,182,Central Midfield,left,3.5,13.0,22.0,2.0,1765.0,1,1,8,0,1.1,77.2,0.5,0,6.42,1.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.2,0.3,0.0,0.8,0.9,0.4,1.3,1.7,0.5,0.0,0.0,0.0,0.0,0.7,0.6,0.2,0.4,0.0,23.4,0.9,0.9,17.2,4.4,1.3,1.0,0.0,0.0,0.0,0.0,1.1,0.5,0.0,0.5,1.1,0.8,2.0,1.5040773967762742,8,Tiền vệ,Europe,Europe,Lower Tier
82,Eintracht Frankfurt,Bundesliga,22,France,181,Centre-Forward,right,25.0,61.0,1.0,6.0,192.0,0,0,1,0,1.3,69.7,0.3,0,6.07,1.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.9,1.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,4.7,0.0,0.0,3.3,1.4,1.0,0.3,0.0,0.0,0.0,0.0,1.3,0.6,0.3,0.4,0.0,0.1,0.1,3.258096538021482,1,Tiền đạo,Europe,Europe,Upper Tier
83,Bayer 04 Leverkusen,Bundesliga,28,Argentina,172,Attacking Midfield,right,18.0,1.0,2.0,7.0,195.0,2,0,0,0,0.8,80.3,0.3,1,6.52,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.6,1.1,0.4,0.6,0.2,0.0,0.1,0.1,0.0,0.7,0.0,0.7,0.0,14.1,0.2,0.1,11.1,2.7,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.6,0.3,0.9,2.9444389791664403,0,Tiền đạo,American,Other,Mid-High Tier
84,Borussia Dortmund,Bundesliga,31,Germany,186,Defensive Midfield,right,7.0,13.0,23.0,5.0,2061.0,3,0,4,1,0.3,90.1,1.6,0,6.7,2.5,1.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.4,0.1,0.0,3.0,0.4,0.5,0.9,0.7,0.8,0.1,0.0,0.1,0.0,0.7,0.3,0.0,0.2,0.0,65.7,3.2,3.0,56.0,3.5,0.6,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,1.7,0.6,2.3,2.0794415416798357,6,Tiền vệ,Europe,Europe,Mid-Tier
85,VfB Stuttgart,Bundesliga,22,France,175,Attacking Midfield,left,35.0,37.0,21.0,6.0,1728.0,5,4,8,0,1.5,87.0,0.2,1,6.62,0.9,0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.3,0.0,0.2,1.3,1.1,2.4,1.3,0.8,0.2,0.1,0.1,0.0,0.4,0.7,0.1,0.7,0.1,36.6,0.7,0.8,31.1,4.0,1.7,1.2,0.0,0.0,0.0,0.0,1.5,0.6,0.3,0.7,1.0,0.8,1.7,3.58351893845611,8,Tiền đạo,Europe,Europe,Upper Tier
86,VfL Bochum,Bundesliga,26,Serbia,189,Centre-Back,both,3.0,13.0,10.0,5.0,907.0,1,1,2,0,0.5,83.5,1.5,0,6.48,2.5,1.5,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.1,0.4,0.1,0.0,3.6,0.1,0.0,0.1,0.3,0.8,0.1,0.0,0.1,0.0,0.8,0.2,0.1,0.1,0.0,27.8,2.1,1.9,21.1,2.7,0.3,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.3,0.9,1.0,1.9,1.3862943611198906,2,Phòng ngự,Europe,Europe,Lower Tier
87,Bayern Munich,Bundesliga,31,England,191,Centre-Back,right,8.0,1.0,13.0,5.0,1195.0,1,1,0,0,0.4,93.9,2.5,0,6.88,4.3,2.5,1.8,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.5,0.0,0.0,3.3,0.1,0.1,0.2,0.2,0.8,0.1,0.1,0.0,0.0,1.0,0.1,0.0,0.1,0.1,64.2,1.9,1.3,58.3,2.7,0.3,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.1,0.9,0.3,1.2,2.1972245773362196,0,Phòng ngự,Europe,Europe,Mid-Tier
