,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
587,Ali Dembélé,Torino,21 years old (05-01-2004),185cm,France,Defender,0.7,0.2,0.5,-,-,-,-,-,-,-,0.1,-,-,0.1,0.1,0.5,0.3,0.1,0.4,-,0.3,0.1,-,0.1,-,-,0.1,-,0.1,-,4.7,0.1,0.1,3.6,0.9,0.3,0.3,-,-,-,-,0.1,-,-,0.1,0.4,-,0.4,Ali Dembélé,1(10),132,1,-,1,1,0.1,78.8,0.2,-,6.02
588,Mario Balotelli,Genoa,34 years old (12-08-1990),189cm,Italy,Forward,0.7,0.3,0.3,-,-,-,-,-,-,-,-,-,-,0.3,-,0.2,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,-,1.8,0.2,-,0.5,1.2,0.2,-,-,-,-,-,0.3,0.3,-,-,-,-,-,Mario Balotelli,0(6),57,-,-,2,-,0.3,36.4,0.3,-,6.02
589,David Ankeye,Genoa,22 years old (22-05-2002),191cm,,Forward,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.3,0.3,0.3,0.8,-,-,-,-,-,-,-,-,-,1.8,-,-,1.5,0.3,-,0.5,-,-,-,-,-,-,-,-,-,0.3,0.3,David Ankeye,0(4),43,-,-,-,-,-,85.7,-,-,6.02
592,Davide Bartesaghi,AC Milan,19 years old (29-12-2005),193cm,Italy,Defender,0.3,0.3,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,0.3,0.7,-,0.7,-,0.3,-,-,-,-,0.7,0.3,-,0.3,0.3,6.7,0.3,0.3,5.3,0.7,-,-,-,-,-,-,0.3,0.3,-,-,0.7,-,0.7,Davide Bartesaghi,0(3),58,-,-,-,1,0.3,85,0.3,-,6.02
593,Michael Folorunsho,Fiorentina,27 years old (07-02-1998),190cm,Italy,"Midfielder (Centre, Right)",0.7,0.3,0.3,-,-,-,-,-,-,-,-,0.2,-,-,-,-,0.5,-,0.5,0.2,0.3,-,-,-,-,0.2,-,-,-,-,2.3,-,-,1.7,0.7,0.3,-,-,-,-,-,0.2,-,-,0.2,0.5,0.3,0.8,Michael Folorunsho,0(6),31,-,-,-,-,0.2,71.4,0.3,-,6.02
594,Andrea Petagna,Monza,29 years old (30-06-1995),190cm,Italy,Forward,2.3,0.7,1.6,-,-,-,-,-,-,-,-,0.1,-,0.1,-,0.1,0.2,0.2,0.4,0.4,0.5,-,-,-,-,0.1,0.1,-,0.1,0.3,6.3,0.3,0.1,3.8,2.1,0.8,0.3,-,-,-,-,0.4,0.1,-,0.3,0.1,0.1,0.2,Andrea Petagna,2(8),291,-,-,1,-,0.4,65.1,0.7,-,6.01
595,Junior Ajayi,Verona,20 years old (11-10-2004),183cm,Ivory Coast,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,2,-,-,2,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,Junior Ajayi,0(2),11,-,-,-,-,-,100,-,-,6.01
596,Aaron Ciammaglichella,Torino,20 years old (26-01-2005),180cm,Italy,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Aaron Ciammaglichella,0(1),1,-,-,-,-,-,-,-,-,6.0
597,Alessio Zerbin,Venezia,26 years old (03-03-1999),182cm,Italy,"Midfielder (Left, Right)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,Alessio Zerbin,0(2),2,-,-,-,-,-,-,-,-,6.0
598,Kingstone Mutandwa,Cagliari,22 years old (05-01-2003),180cm,Zambia,Forward,1.2,0.4,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.2,0.6,0.2,0.8,-,-,-,-,-,-,-,-,-,4.6,-,-,3.4,1.2,0.4,-,-,-,-,-,0.8,0.4,-,0.4,-,-,-,Kingstone Mutandwa,0(5),89,-,-,-,-,0.8,73.9,0.4,-,6.0
599,Lorenzo Tosto,Empoli,19 years old (29-01-2006),188cm,,Defender,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lorenzo Tosto,0(1),1,-,-,-,-,-,100,-,-,6.0
600,Nikita Contini,Napoli,28 years old (21-05-1996),190cm,Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nikita Contini,1,1,-,-,1,-,-,-,-,-,6.0
602,Tammy Abraham,AC Milan,27 years old (02-10-1997),190cm,England,Forward,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,1,1,Tammy Abraham,0(1),1,-,-,-,-,-,33.3,1,-,6.0
603,Yllan Okou,Verona,22 years old (23-12-2002),189cm,France,Defender,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yllan Okou,0(1),1,-,-,-,-,-,-,-,-,5.99
605,Bob Omoregbe,AC Milan,21 years old (05-11-2003),185cm,,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bob Omoregbe,0(1),2,-,-,-,-,-,100,-,-,5.98
607,Stefan Lekovic,Monza,21 years old (09-01-2004),192cm,Serbia,Defender,1.7,0.8,0.8,-,-,-,-,-,-,-,0.7,0.2,-,-,-,0.3,0.2,0.3,0.5,0.5,0.8,-,-,-,-,1,-,-,-,-,26.3,1,1,21.7,2.7,0.5,-,-,-,-,-,0.3,0.2,-,0.2,1.3,1,2.3,Stefan Lekovic,3(3),319,-,-,-,-,0.3,86.1,0.8,-,5.98
610,Diego Pugno,Juventus,18 years old (07-07-2006),174cm,,Forward,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,1,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Diego Pugno,0(1),6,-,-,-,-,-,100,-,-,5.95
611,Damián Pizarro,Udinese,20 years old (28-03-2005),187cm,Chile,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,1,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,Damián Pizarro,0(2),14,-,-,-,-,-,66.7,-,-,5.94
612,Saad El Haddad,Venezia,19 years old (24-07-2005),175cm,Morocco,Midfielder,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,0.3,-,0.3,-,4.3,-,-,3.3,1,1.3,0.7,-,-,-,-,-,-,-,-,-,-,-,Saad El Haddad,0(3),27,-,-,-,-,-,76.9,-,-,5.93
613,Federico Accornero,Genoa,21 years old (05-02-2004),175cm,,Midfielder,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-,Federico Accornero,0(1),4,-,-,-,-,-,80,-,-,5.92
614,Sebastian Otoa,Genoa,20 years old (13-05-2004),188cm,,Defender,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,8,1,-,6,1,-,1,-,-,-,-,-,-,-,-,-,1,1,Sebastian Otoa,1,21,-,-,-,1,-,87.5,-,-,5.92
615,Maat Caprini,Fiorentina,19 years old (11-02-2006),180cm,,Forward,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,0.5,3,-,-,2.5,0.5,1.5,0.5,-,-,-,-,-,-,-,-,-,-,-,Maat Caprini,0(2),7,-,-,-,-,-,83.3,-,-,5.89
616,Arijon Ibrahimovic,Lazio,19 years old (11-12-2005),176cm,Germany,Attacking Midfielder (Left),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,3,1,-,-,-,-,-,-,2,2,-,-,-,-,-,Arijon Ibrahimovic,0(1),7,-,-,-,-,2,75,-,-,5.89
618,Saba Sazonov,Torino,23 years old (01-02-2002),192cm,Russia,Defender (Centre),-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Saba Sazonov,0(1),2,-,-,-,-,-,-,-,-,5.88
619,Thomas Campaniello,Empoli,17 years old (29-02-2008),180cm,Italy,Forward,1.5,0.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,6.5,-,-,4.5,2,0.5,-,-,-,-,-,0.5,-,-,0.5,-,0.5,0.5,Thomas Campaniello,0(2),22,-,-,-,-,0.5,69.2,0.5,-,5.87
620,Rares Burnete,Lecce,21 years old (31-01-2004),185cm,Romania,Forward,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,-,3,-,0.3,1.7,1,1.3,0.7,-,-,-,-,0.3,-,-,0.3,-,0.3,0.3,Rares Burnete,0(3),23,-,-,-,-,0.3,55.6,-,-,5.86
622,Jacopo Seghetti,Empoli,20 years old (17-02-2005),189cm,Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,4,6,5,1,-,-,3,-,1,2,-,-,-,-,-,-,-,Jacopo Seghetti,1,90,-,-,-,-,-,56.3,-,-,5.82
623,Matthias Braunöder,Como,23 years old (27-03-2002),173cm,Austria,Midfielder,0.6,0.1,0.5,-,-,-,-,-,-,-,-,-,0.4,0.1,0.1,0.5,0.4,0.1,0.5,0.6,1.3,-,-,-,-,0.3,-,-,-,-,18.3,0.8,0.6,15.3,1.6,0.4,0.3,-,-,-,-,0.3,0.1,-,0.1,1.3,0.5,1.8,Matthias Braunöder,3(5),266,-,-,1,1,0.3,87.7,0.1,-,5.78
624,Dele Alli,Como,29 years old (11-04-1996),188cm,England,"Midfielder (Centre, Left), Forward",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,Dele Alli,0(1),9,-,-,-,1,-,100,-,-,4.96
