,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Unnamed: 0,CLB,Main_position,Foot,Contract,Market_Value
99,Brest,29 years old (15-04-1996),"1,87m",Switzerland,"Defender (Centre, Right), Midfielder (Centre, Right)",1.1,0.6,0.5,-,-,-,-,-,0.1,0.1,0.3,-,0.5,0.1,-,1.6,0.1,0.1,0.2,0.4,0.4,-,-,-,-,1,0.4,0.1,0.3,-,26.9,1.4,1.3,21.9,2.3,0.9,0.5,-,-,-,-,0.5,0.3,-,0.2,0.5,0.2,0.7,Edimilson Fernandes,10(7),923,-,1,1,-,0.5,86.7,0.6,-,6.3,Ligue1,396,Stade Brestois 29,Defensive Midfield,right,"Jun 30, 2025",€3.50m
100,Lille,26 years old (31-03-1999),"1,80m",,Attacking Midfielder (Right),0.4,0.3,0.2,0.1,-,-,-,-,-,0.1,-,-,0.7,0.1,-,0.1,2.7,1.9,4.6,0.9,0.8,0.3,-,0.3,0.1,0.3,1.3,0.3,1.1,0.4,28.7,0.5,0.3,24.2,3.8,1.9,2.4,-,-,-,-,1.9,1.1,0.1,0.8,0.4,0.4,0.8,Edon Zhegrova,12,986,4,1,1,-,1.9,86,0.3,1,7.05,Ligue1,203,LOSC Lille,Right Winger,left,"Jun 30, 2026",€25.00m
101,Strasbourg,30 years old (20-04-1995),"1,86m",Ukraine,"Defender (Left), Midfielder (Left)",0.6,0.3,0.3,-,-,-,-,-,-,-,0.1,-,0.1,0.2,-,1.4,-,-,-,0.1,0.4,-,-,-,-,0.2,-,-,-,-,2.6,0.2,0.3,1.7,0.4,0.1,-,-,-,-,-,-,-,-,-,-,0.2,0.2,Eduard Sobol,0(10),87,-,-,2,-,-,73.1,0.3,-,6.12,Ligue1,367,RC Strasbourg Alsace,Left-Back,left,"Jun 30, 2026",€1.20m
102,Monaco,20 years old (16-02-2005),"1,78m",Morocco,"Attacking Midfielder (Centre, Left), Forward",1.2,0.5,0.7,0.1,-,-,-,-,-,0.1,-,0.1,0.6,-,-,-,1.9,1.1,3,1.8,0.8,0.2,-,0.2,-,0.4,1.1,0.2,0.9,0.1,27.8,0.5,0.5,22.4,4.4,1.9,1.1,-,-,-,-,2,1.1,-,0.9,1,0.4,1.4,Eliesse Ben Seghir,18(12),1648,6,3,-,-,2,82.3,0.5,2,6.83,Ligue1,70,AS Monaco,Left Winger,right,"Jun 30, 2027",€30.00m
103,Auxerre,27 years old (07-11-1997),"1,82m",France,Defensive Midfielder (C),1.7,0.6,1,-,-,-,-,-,0.1,0.1,0.3,0.1,0.9,0.3,-,1.2,0.5,0.3,0.8,0.8,1.8,-,-,-,-,1.6,0.5,0.1,0.5,-,29.6,1.2,1.5,23,3.9,1,0.9,-,-,-,-,0.2,0.2,-,-,2.7,0.6,3.3,Elisha Owusu,26,2194,1,3,7,-,0.2,81.8,0.6,1,6.64,Ligue1,12,AJ Auxerre,Defensive Midfield,right,"Jun 30, 2027",€3.00m
104,Strasbourg,22 years old (03-02-2003),"1,96m",Netherlands,Forward,2.4,1,1.4,-,-,-,-,-,0.1,0.1,0.2,-,0.5,0.2,-,1.1,0.7,0.3,1,1.4,1.3,0.5,0.2,0.3,-,-,0.7,-,0.7,0.9,12.5,-,0.1,10.1,2.3,2.3,1.1,-,-,-,-,2.3,0.1,0.3,1.9,0.2,0.2,0.4,Emanuel Emegha,26,2218,14,3,6,-,2.3,80.9,1,2,6.98,Ligue1,380,RC Strasbourg Alsace,Centre-Forward,right,"Jun 30, 2028",€20.00m
105,Angers,19 years old (08-05-2005),"1,85m",,Defender (Centre),1.9,1.1,0.8,-,-,-,-,-,-,-,0.5,0.1,0.6,0.1,-,5.1,0.3,0.4,0.8,0.6,0.4,0.1,0.1,-,-,0.5,0.1,-,0.1,-,30.9,1.1,1.6,26.4,1.8,0.6,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1.2,0.4,1.6,Emmanuel Biumla,15(1),1318,1,-,2,-,0.3,88.9,1.1,-,6.52,Ligue1,28,Angers SCO,Centre-Back,right,"Jun 30, 2027",€4.00m
106,Montpellier,22 years old (23-11-2002),"1,82m",Cameroon,"Defender (Right), Midfielder (Right)",1.3,0.8,0.5,-,-,-,-,-,-,-,0.4,0.3,0.8,0.1,-,2,0.3,0.3,0.5,0.6,0.8,-,-,-,-,0.9,0.6,0.1,0.5,0.1,29.2,1.1,1.5,22.3,4.3,0.7,0.1,-,-,-,-,0.1,0.1,-,-,1.9,0.7,2.6,Enzo Tchato,18(6),1765,-,-,3,-,0.1,80,0.8,-,6.48,Ligue1,219,Montpellier HSC,Right-Back,right,"Jun 30, 2027",€2.50m
107,Lyon,21 years old (01-11-2003),"1,78m",,"Attacking Midfielder (Left, Right)",1.2,0.6,0.6,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.3,0.9,1,1.9,0.5,0.8,0.1,-,0.1,-,0.3,0.8,-,0.8,0.3,17.9,0.4,0.2,14.6,2.7,1.3,1,-,-,-,-,1.2,0.4,0.1,0.7,0.9,0.7,1.6,Ernest Nuamah,13(10),1056,3,1,2,-,1.2,83.9,0.6,2,6.56,Ligue1,278,Olympique Lyon,Right Winger,left,"Jun 30, 2028",€15.00m
108,Auxerre,24 years old (05-02-2001),"1,77m",Netherlands,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,0.5,-,0.5,-,1.5,-,-,-,-,-,0.5,-,0.5,-,3,-,-,3,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,Eros Maddy,0(2),13,-,-,1,-,-,100,-,-,5.9,Ligue1,22,AJ Auxerre,Right Winger,right,"Jun 30, 2027",€200k
109,Angers,25 years old (18-04-2000),"1,81m",France,Forward,2.9,1.3,1.6,-,-,-,-,-,-,-,0.1,-,0.4,-,-,0.4,0.5,0.2,0.7,0.6,0.5,0.3,0.1,0.2,-,0.1,0.2,-,0.2,0.5,11.5,0.2,0.4,7.8,3.1,1.2,0.4,-,-,-,-,1.4,0.1,0.3,1,0.4,0.4,0.8,Esteban Lepaul,15(10),1365,7,-,1,-,1.4,70.1,1.3,2,6.43,Ligue1,48,Angers SCO,Centre-Forward,right,"Jun 30, 2027",€5.00m
110,Lille,18 years old (29-12-2006),"1,80m",France,Midfielder,0.3,0.1,0.2,-,-,-,-,-,-,-,-,-,0.6,0.3,-,-,0.5,0.3,0.8,0.1,0.5,-,-,-,-,0.1,0.6,0.3,0.3,0.1,12.5,0.3,-,9.6,2.6,0.9,0.5,-,-,-,-,1.1,0.5,-,0.6,0.6,0.4,1,Ethan Mbappe,1(9),216,-,-,3,-,1.1,79.2,0.1,-,6.26,Ligue1,198,LOSC Lille,Central Midfield,left,"Jun 30, 2027",€5.00m
111,Nice,23 years old (01-07-2001),"1,88m",France,"Attacking Midfielder (Centre, Left, Right), Forward",2,0.9,1.1,-,-,0.1,-,-,0.1,0.2,0.1,0.1,0.7,0.1,-,0.4,1.7,1.4,3.1,2,1.4,0.4,0.1,0.3,-,0.5,1,-,1,0.3,16.5,0.1,0.2,12.8,3.5,2.3,2,-,-,-,-,1.9,0.2,0.2,1.5,1.3,0.2,1.5,Evann Guessand,28(3),2435,11,7,2,-,1.9,78.1,0.9,5,7.16,Ligue1,254,OGC Nice,Centre-Forward,right,"Jun 30, 2028",€25.00m
112,Nantes,29 years old (16-01-1996),"1,82m",France,"Defender (Right), Midfielder (Right)",0.8,0.3,0.5,-,-,-,-,-,-,-,-,0.5,0.3,-,-,1.5,0.8,0.3,1,0.3,0.3,-,-,-,-,0.3,0.8,-,0.8,-,13.8,0.3,0.5,10.8,2.3,0.3,-,-,-,-,-,-,-,-,-,0.8,0.5,1.3,Fabien Centonze,1(3),95,-,-,-,-,-,80,0.3,-,6.19,Ligue1,116,FC Nantes,Right-Back,right,"Jun 30, 2027",€2.00m
113,Paris Saint-Germain,29 years old (03-04-1996),"1,89m",Spain,"Midfielder (Centre, Left)",0.4,0.1,0.3,-,-,-,-,-,0.1,0.1,0.1,0.1,0.8,-,-,0.9,0.2,0.5,0.7,0.4,0.2,0.1,-,0.1,-,0.6,1.2,0.1,1.1,0.2,53.8,2.4,0.7,46.7,3.9,0.8,0.6,-,-,-,-,1.5,0.7,0.1,0.7,1.3,0.9,2.2,Fabian Ruiz,20(8),1834,4,4,1,-,1.5,91.4,0.1,2,6.9,Ligue1,323,Paris Saint-Germain,Central Midfield,left,"Jun 30, 2027",€35.00m
114,Lens,25 years old (28-05-1999),"1,84m",Argentina,"Defender (Centre, Left)",2,1.2,0.8,-,-,-,-,-,-,-,0.4,0.1,0.8,0.4,-,2,0.7,0.4,1,0.7,1.1,-,-,-,-,1.2,0.9,-,0.9,-,62.2,3,3.3,52,3.8,1,0.5,-,-,-,-,1,0.4,0.1,0.5,1.5,0.5,2,Facundo Medina,26,2277,-,1,10,1,1,88.6,1.2,-,6.65,Ligue1,335,RC Lens,Centre-Back,left,"Jun 30, 2028",€25.00m
115,Montpellier,29 years old (01-05-1995),"1,80m",Mali,"Defender (Centre, Left, Right), Midfielder (Right)",1.5,0.6,0.9,0.1,-,-,-,-,-,0.1,0.5,-,0.8,0.1,-,1.4,0.4,0.2,0.6,0.4,0.9,-,-,-,-,0.8,0.6,-,0.6,0.1,35.3,1.2,1.3,28.7,4.1,0.7,0.1,-,-,-,-,-,-,-,-,0.9,0.6,1.5,Falaye Sacko,14(2),1236,-,1,1,-,-,84.6,0.6,-,6.05,Ligue1,220,Montpellier HSC,Right-Back,right,"Jun 30, 2026",€2.00m
116,Angers,27 years old (13-07-1997),"1,68m",Algeria,"Defender (Right), Midfielder (Left, Right)",0.9,0.2,0.7,0.1,0.1,-,-,-,-,0.1,-,0.1,0.6,-,-,0.3,2.2,1.8,4,1.6,0.7,0.1,-,-,0.1,0.5,0.9,0.2,0.7,0.3,14.4,0.3,0.7,10.8,2.6,2.1,1.4,-,-,-,-,1.5,0.9,-,0.6,0.9,0.7,1.6,Farid El Melali,22(7),1852,2,3,1,-,1.5,77.3,0.2,1,6.69,Ligue1,44,Angers SCO,Left Winger,both,"Jun 30, 2025",€4.00m
117,Marseille,24 years old (01-07-2000),"1,85m",Cameroon,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,Faris Moumbagna,0(1),8,-,-,-,-,-,-,-,-,5.95,Ligue1,308,Olympique Marseille,Centre-Forward,left,"Jun 30, 2028",€8.00m
118,Angers,35 years old (04-02-1990),"1,77m",France,"Defender (Left), Midfielder (Left)",1.5,0.6,0.9,0.1,-,-,-,-,-,0.1,0.3,0.6,0.6,0.1,-,2.4,0.4,0.3,0.7,1,0.5,-,-,-,-,1.5,0.8,0.2,0.5,-,39.4,2.2,2.2,29.9,5.1,0.9,0.2,-,-,-,-,0.4,0.1,-,0.2,1.9,0.9,2.8,Florent Hanin,28(2),2418,1,2,2,-,0.4,81.5,0.6,-,6.69,Ligue1,34,Angers SCO,Left-Back,left,"Jun 30, 2025",€350k
119,Nantes,33 years old (19-11-1991),"1,75m",France,"Attacking Midfielder (Centre, Left, Right)",0.6,0.1,0.4,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.4,0.1,0.2,0.3,0.3,0.2,-,-,-,-,0.1,0.7,0.1,0.6,0.1,10.1,0.3,0.4,8.3,1,0.2,0.1,-,-,-,-,0.7,0.1,-,0.6,0.2,-,0.2,Florent Mollet,3(6),241,-,-,1,-,0.7,85.7,0.1,-,6.17,Ligue1,124,FC Nantes,Attacking Midfield,right,"Jun 30, 2025",€1.50m
120,Auxerre,28 years old (19-01-1997),"1,84m",France,Forward,2.1,0.5,1.6,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,0.1,0.1,0.3,0.4,0.1,-,-,-,0.3,0.1,-,0.1,0.1,5.1,0.1,-,3.8,1.2,0.8,0.2,-,-,-,-,0.4,-,0.1,0.3,0.1,0.1,0.2,Florian Aye,4(19),520,2,-,-,-,0.4,76.3,0.5,-,6.18,Ligue1,25,AJ Auxerre,Centre-Forward,right,"Jun 30, 2026",€1.50m
121,Lens,34 years old (25-10-1990),"1,87m",France,"Midfielder (Centre, Right), Forward",2.4,1.5,0.9,-,-,-,-,-,-,-,0.1,0.1,0.3,0.1,-,0.8,0.8,0.6,1.3,0.7,0.5,-,-,-,-,0.4,0.6,0.2,0.4,0.2,29.9,1,0.7,22.4,5.9,0.7,0.8,-,-,-,-,1.6,0.3,0.1,1.2,0.8,0.3,1.1,Florian Sotoca,22(7),1783,1,1,3,1,1.6,78.1,1.5,1,6.61,Ligue1,355,RC Lens,Centre-Forward,right,"Jun 30, 2026",€2.50m
122,Saint-Etienne,33 years old (22-04-1992),"1,81m",France,Defensive Midfielder (C),1.2,0.7,0.5,-,-,-,-,-,-,0.1,0.2,-,0.4,-,-,0.7,0.5,0.1,0.6,0.4,0.4,-,-,-,-,0.6,0.8,0.2,0.6,-,38,1.5,1.1,31.3,4,0.7,0.3,-,-,-,-,0.5,0.3,-,0.2,1,0.4,1.4,Florian Tardieu,10(11),981,-,3,-,-,0.5,86.6,0.7,-,6.38,Ligue1,96,AS Saint-Étienne,Central Midfield,right,"Jun 30, 2026",€700k
123,Le Havre,28 years old (03-01-1997),"1,82m",Senegal,"Defender (Left), Midfielder (Left)",1.1,0.6,0.6,-,-,-,-,-,-,-,0.1,0.4,0.6,-,-,2.6,1.1,0.4,1.6,1.7,0.1,-,-,-,-,0.3,0.1,-,0.1,-,21.4,0.6,0.1,18.9,1.9,1,1.1,-,-,-,-,-,-,-,-,1,0.4,1.4,Fode Ballo Toure,6(1),390,-,-,-,-,-,90.7,0.6,-,6.35,Ligue1,160,Le Havre AC,Left-Back,left,"Jun 30, 2025",€1.50m
124,Monaco,23 years old (03-07-2001),"1,78m",USA,Forward,1.5,0.1,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.3,1.3,0.7,0.5,0.3,-,0.3,-,0.1,0.5,0.1,0.4,0.4,8.4,0.2,0.1,5.8,2.3,2.4,0.8,-,-,-,-,2.3,-,0.2,2.2,-,0.3,0.3,Folarin Balogun,6(6),523,3,-,-,-,2.3,71.3,0.1,-,6.41,Ligue1,76,AS Monaco,Centre-Forward,right,"Jun 30, 2028",€20.00m
125,Nantes,33 years old (13-05-1991),"1,77m",France,"Midfielder (Centre, Left, Right)",0.3,0.3,-,-,-,-,-,-,0.3,0.3,0.3,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,1,0.7,-,0.7,-,7.3,0.3,-,6.7,0.3,0.7,-,-,-,-,-,0.7,0.3,0.3,-,1,0.3,1.3,Francis Coquelin,1(2),67,-,1,-,-,0.7,95.5,0.3,-,6.3,Ligue1,120,FC Nantes,Defensive Midfield,right,"Jun 30, 2025",€1.00m
126,Toulouse,25 years old (04-09-1999),"1,78m",France,"Attacking Midfielder (Centre), Forward",3.9,1.3,2.6,-,-,-,-,-,-,-,-,-,0.5,0.2,-,0.3,0.5,0.1,0.6,0.9,0.8,0.2,-,0.1,-,0.1,0.2,-,0.2,0.1,7.5,-,0.2,5.4,1.9,1.2,0.9,-,-,-,-,1.5,0.1,0.1,1.2,0.2,0.2,0.4,Frank Magri,14(14),1285,5,-,5,1,1.5,72.4,1.3,-,6.32,Ligue1,153,FC Toulouse,Centre-Forward,right,"Jun 30, 2026",€2.50m
127,Auxerre,22 years old (07-08-2002),"1,75m",Norway,Defender (Left),1,0.3,0.7,-,-,-,-,-,-,-,0.1,0.1,0.1,-,-,0.9,0.1,-,0.1,0.4,0.3,-,-,-,-,0.1,0.3,-,0.3,0.1,13.1,0.1,0.4,11.1,1.4,0.3,-,-,-,-,-,0.4,0.3,-,0.1,0.6,0.6,1.1,Fredrik Oppegard,1(6),169,-,-,-,-,0.4,85.9,0.3,-,6.29,Ligue1,8,AJ Auxerre,Left-Back,left,"Jun 30, 2028",€600k
128,Strasbourg,21 years old (07-08-2003),"1,80m",France,Midfielder (Centre),1.3,0.4,1,-,-,-,-,-,0.1,0.1,0.2,0.1,1.3,0.1,-,0.7,0.8,0.7,1.5,0.4,1.1,0.1,-,0.1,-,0.6,1,0.1,0.9,0.1,23.4,0.5,0.5,18.6,3.8,2,0.9,-,-,-,-,0.9,0.1,0.1,0.7,1.4,0.6,2,Felix Lemarechal,17(7),1527,3,3,2,-,0.9,81.5,0.4,-,6.68,Ligue1,374,RC Strasbourg Alsace,Attacking Midfield,right,"Jun 30, 2029",€7.00m
129,Lille,26 years old (29-04-1999),"1,80m",Sweden,"Defender (Centre, Left), Midfielder (Left, Right)",0.7,0.4,0.3,-,-,-,-,-,-,-,0.2,-,0.4,0.1,-,1.4,1.1,0.7,1.9,1.5,1,0.1,-,0.1,-,0.6,0.6,0.1,0.4,0.2,28.7,0.9,1,23.5,3.2,0.7,0.7,-,-,-,-,0.6,0.2,-,0.4,1.3,0.5,1.7,Gabriel Gudmundsson,19(8),1671,2,-,3,-,0.6,85.3,0.4,-,6.57,Ligue1,188,LOSC Lille,Left-Back,left,"Jun 30, 2026",€9.00m
130,Reims,19 years old (28-09-2005),"1,85m",Brazil,Defensive Midfielder (C),0.7,0.5,0.2,-,-,-,-,-,-,-,0.2,-,0.3,0.2,-,0.2,0.2,0.2,0.3,-,0.2,-,-,-,-,-,-,-,-,-,6.3,0.2,-,4.8,1.3,0.5,0.5,-,-,-,-,0.3,0.2,-,0.2,0.5,0.3,0.8,Gabriel Moscardo,0(6),80,-,-,1,-,0.3,78.9,0.5,-,6.07,Ligue1,420,Stade Reims,Defensive Midfield,right,"Jun 30, 2025",€10.00m
131,Auxerre,26 years old (14-08-1998),"1,85m",England,"Defender (Centre, Right), Defensive Midfielder (C)",1.6,1.1,0.6,-,-,-,-,-,-,-,0.9,0.1,0.7,0.1,0.1,4.1,0.2,0.2,0.4,0.5,0.6,0.1,0.1,-,-,0.6,0.1,-,0.1,-,38.4,2.2,1.8,32.3,2.2,0.4,0.2,-,-,-,-,0.4,-,0.1,0.3,1.2,0.4,1.5,Gabriel Osho,19,1567,1,-,1,1,0.4,89.6,1.1,-,6.67,Ligue1,4,AJ Auxerre,Centre-Back,right,"Jun 30, 2025",€3.00m
132,Toulouse,27 years old (09-08-1997),"1,78m",Chile,"Defender (Left), Midfielder (Left)",1.1,0.5,0.7,0.1,-,-,-,-,0.1,0.2,0.1,0.1,0.8,-,-,1.3,0.5,0.9,1.3,1,1.1,-,-,-,-,1.2,1.3,0.3,1,0.1,34.5,1.1,1.1,27.4,4.9,1.2,0.5,-,-,-,-,0.2,0.1,-,0.2,2,1.4,3.5,Gabriel Suazo,23(6),2141,-,6,-,-,0.2,82.6,0.5,1,6.86,Ligue1,140,FC Toulouse,Left-Back,left,"Jun 30, 2026",€4.00m
133,Rennes,32 years old (23-04-1993),"1,87m",France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,3,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gauthier Gallon,0(1),45,-,-,-,-,-,82.4,-,-,6.01,Ligue1,436,Stade Rennais FC,Goalkeeper,right,"Jun 30, 2027",€1.00m
134,Saint-Etienne,28 years old (23-02-1997),"1,81m",France,Goalkeeper,0.5,0.4,0.1,-,-,-,-,-,-,-,-,-,-,0.2,-,1.2,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,31.1,5.1,11.6,13.9,0.5,-,-,4,0.3,2.4,1.3,-,-,-,-,-,0.1,0.1,Gautier Larsonneur,31,2790,-,-,5,-,-,61.1,0.4,-,6.63,Ligue1,79,AS Saint-Étienne,Goalkeeper,right,"Jun 30, 2026",€3.50m
135,Le Havre,29 years old (18-07-1995),"1,91m",France,Defender (Centre),3.2,2.1,1.2,-,-,-,-,-,-,-,0.7,0.1,0.4,0.2,-,6.1,0.1,0.1,0.2,0.2,1,0.1,-,0.1,-,1,0.2,-,0.2,0.1,47.7,2.5,3.4,39.4,2.4,0.4,0.1,-,-,-,-,0.4,0.1,0.1,0.2,2.2,0.5,2.7,Gautier Lloris,30,2680,2,1,5,-,0.4,87.8,2.1,2,6.76,Ligue1,159,Le Havre AC,Centre-Back,left,"Jun 30, 2026",€3.00m
136,Nice,30 years old (03-05-1994),"1,81m",France,"Attacking Midfielder (Centre, Left, Right), Forward",3.4,1.7,1.7,-,-,-,-,-,0.1,0.2,0.2,0.1,0.5,-,-,0.6,0.7,0.7,1.4,0.6,1,0.4,-,0.3,0.1,0.2,0.9,-,0.9,0.2,17,0.3,0.3,12.2,4.2,1.7,0.6,-,-,-,-,2.8,0.5,0.2,2,0.7,0.5,1.2,Gaetan Laborde,18(7),1628,9,4,1,-,2.8,73.5,1.7,2,7.02,Ligue1,257,OGC Nice,Centre-Forward,left,"Jun 30, 2026",€6.00m
137,Auxerre,28 years old (07-06-1996),"1,69m",France,"Attacking Midfielder (Centre, Left, Right)",0.5,0.1,0.4,0.2,0.1,-,-,-,0.1,0.3,-,-,0.3,-,-,0.1,2.1,1.7,3.9,0.5,0.7,0.3,-,0.2,0.1,0.4,2.2,0.8,1.4,0.3,24.5,1.4,0.6,17.8,4.7,1.2,1.8,-,-,-,-,1.8,0.8,-,0.9,1.6,0.8,2.4,Gaetan Perrin,28(3),2445,9,9,1,-,1.8,78.3,0.1,7,7.26,Ligue1,20,AJ Auxerre,Right Winger,right,"Jun 30, 2026",€6.00m
138,Marseille,32 years old (15-02-1993),"1,88m",Central African Rep.,"Defender (Centre), Defensive Midfielder (C)",1.8,1.1,0.7,-,-,-,-,-,-,-,0.3,0.1,0.7,-,-,2.6,0.2,0.4,0.6,0.7,0.8,-,-,-,-,0.9,0.2,-,0.2,-,71.3,1.5,1.7,64.5,3.7,0.5,0.5,-,-,-,-,0.3,-,-,0.3,2.5,0.3,2.8,Geoffrey Kondogbia,21(3),1931,-,-,1,-,0.3,92.5,1.1,-,6.71,Ligue1,297,Olympique Marseille,Defensive Midfield,left,"Jun 30, 2027",€8.00m
139,Monaco,18 years old (16-08-2006),"1,85m",France,Forward,1.4,0.6,0.8,-,-,-,-,-,0.1,0.1,-,-,-,-,-,-,0.6,0.1,0.7,0.4,0.6,0.1,-,-,-,0.1,0.4,-,0.4,0.4,4.9,0.1,-,3.5,1.4,0.5,0.6,-,-,-,-,0.9,0.2,0.2,0.5,-,-,0.1,George Ilenikhena,5(17),634,3,2,-,-,0.9,72.2,0.6,-,6.34,Ligue1,77,AS Monaco,Centre-Forward,left,"Jun 30, 2029",€15.00m
140,Lyon,24 years old (31-10-2000),"1,76m",Georgia,Forward,1.6,0.4,1.2,-,-,-,-,-,0.2,0.2,-,-,0.4,0.1,-,0.2,1.3,0.5,1.8,0.7,0.2,0.3,0.1,0.3,-,0.1,0.6,-,0.6,0.1,12.4,0.4,0.1,9.5,2.5,1.4,0.6,-,-,-,-,1.6,0.2,0.2,1.3,0.2,0.2,0.4,Georges Mikautadze,12(19),1318,10,6,2,-,1.6,79.2,0.4,2,6.61,Ligue1,279,Olympique Lyon,Centre-Forward,right,"Jun 30, 2028",€20.00m
141,Marseille,32 years old (20-05-1992),"1,89m",Argentina,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0.3,0.1,-,-,-,-,-,0.1,-,-,-,31.2,3.8,4,23.1,0.3,-,-,2.8,0.2,1.7,0.8,-,-,-,-,0.1,0.1,0.2,Geronimo Rulli,31,2790,-,-,1,-,-,86.2,0.3,2,6.77,Ligue1,282,Olympique Marseille,Goalkeeper,right,"Jun 30, 2027",€8.00m
142,Paris Saint-Germain,26 years old (25-02-1999),"1,96m",Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,22.7,2.6,3.3,16.7,0.1,-,-,2.1,0.2,1.2,0.7,-,-,-,-,-,-,0.1,Gianluigi Donnarumma,23,2002,-,-,2,-,-,85,0.2,-,6.67,Ligue1,309,Paris Saint-Germain,Goalkeeper,right,"Jun 30, 2026",€35.00m
143,Auxerre,26 years old (18-07-1998),"1,78m",Ghana,"Defender (Left), Midfielder (Left)",1.3,0.6,0.7,-,-,-,-,-,-,-,0.2,0.3,0.8,0.1,-,2.7,1,1.1,2,0.9,1.2,-,-,-,-,1.7,0.8,0.3,0.5,-,35.5,2.2,2.3,27,4,1.4,1.2,-,-,-,-,0.2,0.1,-,0.1,2.3,1.1,3.4,Gideon Mensah,24(2),2094,-,1,2,-,0.2,82.2,0.6,-,6.9,Ligue1,7,AJ Auxerre,Left-Back,left,"Jun 30, 2026",€3.50m
144,Lens,25 years old (15-02-2000),"1,84m",France,Forward,2.2,0.8,1.3,-,-,-,-,-,-,-,-,-,0.2,-,-,0.5,1.1,0.8,1.9,0.3,0.5,0.3,-,0.3,-,0.1,0.8,-,0.8,0.4,12.1,0.3,0.1,8.5,3.3,1.7,0.8,-,-,-,-,2.7,0.4,0.3,1.9,0.1,-,0.1,Goduine Koyalipou,9(3),664,3,-,-,-,2.7,72.4,0.8,-,6.53,Ligue1,357,RC Lens,Centre-Forward,right,"Jun 30, 2028",€1.80m
145,Paris Saint-Germain,23 years old (20-06-2001),"1,85m",Portugal,"Attacking Midfielder (Centre), Forward",1.7,1,0.7,-,-,-,-,-,0.1,0.1,0.1,-,0.2,-,-,0.2,0.5,0.1,0.5,0.5,0.4,0.4,0.2,0.2,-,-,0.7,-,0.7,0.4,10.3,0.1,-,8.3,2,0.6,0.5,-,-,-,-,2.4,0.1,0.7,1.6,0.6,0.2,0.7,Goncalo Ramos,10(9),868,7,2,-,-,2.4,80.6,1,-,6.8,Ligue1,331,Paris Saint-Germain,Centre-Forward,right,"Jun 30, 2028",€45.00m
146,Brest,26 years old (03-04-1999),"1,92m",France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,3.5,7,20,-,-,-,4.5,0.5,2,2,-,-,-,-,-,-,-,Gregoire Coudert,2,180,-,-,-,-,-,77,-,-,6.37,Ligue1,384,Stade Brestois 29,Goalkeeper,left,"Jun 30, 2027",€400k
147,Toulouse,20 years old (11-03-2005),"1,88m",France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,24.4,3.3,7.1,13.8,0.2,0.1,-,1.9,-,1.1,0.8,-,-,-,-,0.1,-,0.1,Guillaume Restes,26,2275,-,-,-,-,-,70.2,0.1,-,6.35,Ligue1,132,FC Toulouse,Goalkeeper,left,"Jun 30, 2028",€20.00m
