,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
404,Kassoum Ouattara,Monaco,20 years old (14-10-2004),176cm,France,"Defender (Left), Midfielder (Left)",1,0.3,0.7,-,-,-,-,-,0.1,0.1,-,-,0.5,0.2,-,0.2,0.8,0.4,1.3,0.2,0.8,-,-,-,-,0.4,0.5,-,0.5,-,12.9,0.4,0.6,9.9,2,1,0.6,-,-,-,-,0.2,0.1,-,0.1,0.8,0.8,1.6,Kassoum Ouattara,5(7),391,-,1,2,-,0.2,80,0.3,-,6.26
406,Abdoul Ouattara,Strasbourg,19 years old (22-10-2005),178cm,France,Midfielder,0.6,0.2,0.4,-,-,-,-,-,0.1,0.1,-,0.1,0.6,0.1,-,0.6,0.1,0.1,0.3,0.1,0.3,0.1,-,0.1,-,0.5,0.2,-,0.2,0.1,11.5,0.3,-,9.7,1.5,0.4,0.3,-,-,-,-,0.3,0.1,-,0.2,0.4,0.1,0.5,Abdoul Ouattara,3(12),424,1,1,1,-,0.3,87.2,0.2,-,6.26
407,Aïmen Moueffek,Saint-Etienne,24 years old (09-04-2001),179cm,France,Defensive Midfielder (C),1.3,0.5,0.8,-,-,-,-,-,0.1,0.1,0.3,0.1,0.5,0.1,-,1.2,0.5,0.4,0.9,0.3,1,-,-,-,-,0.2,0.5,-,0.5,0.2,16.4,0.2,0.4,13.9,1.9,1.5,0.4,-,-,-,-,0.4,0.1,-,0.3,1,0.6,1.6,Aïmen Moueffek,10(9),869,-,1,2,-,0.4,85.9,0.5,-,6.26
408,Abdoul Koné,Reims,20 years old (22-04-2005),192cm,France,Defender,0.5,0.5,-,-,-,-,-,-,-,-,0.3,-,0.3,-,-,1.3,0.3,0.3,0.5,0.8,0.8,-,-,-,-,0.3,-,-,-,-,12,0.5,1.3,7.5,2.8,1.3,0.3,-,-,-,-,-,-,-,-,1.3,0.5,1.8,Abdoul Koné,1(3),130,-,-,-,-,-,66.7,0.5,-,6.25
409,Presnel Kimpembe,Paris Saint-Germain,29 years old (13-08-1995),182cm,France,Defender (Centre),-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0.5,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,9,1,-,8,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5,Presnel Kimpembe,0(2),21,-,-,-,-,-,100,-,-,6.25
410,Saïdou Sow,Nantes,22 years old (04-07-2002),187cm,Guinea,Defender (Centre),2.6,1.3,1.3,-,-,-,-,-,0.1,0.1,0.8,0.2,0.5,0.2,-,2.9,0.1,0.1,0.2,0.4,0.6,-,-,-,-,1.3,0.2,-,0.2,0.1,52.9,1.1,2.4,47,2.4,0.3,0.3,-,-,-,-,0.3,-,0.1,0.3,0.8,0.5,1.3,Saïdou Sow,11(1),1019,-,1,2,-,0.3,90.9,1.3,-,6.25
411,Pierrick Capelle,Angers,38 years old (15-04-1987),181cm,France,"Defender (Left), Midfielder (Centre, Left, Right)",0.5,0.2,0.3,-,-,-,-,-,-,-,0.1,-,0.2,0.3,-,0.3,0.3,0.5,0.8,0.2,0.8,-,-,-,-,0.7,0.3,-,0.3,0.1,13.8,0.5,0.6,10.9,1.8,0.9,0.4,-,-,-,-,0.4,0.3,-,0.1,1.5,0.6,2.1,Pierrick Capelle,3(13),476,-,-,4,-,0.4,82.8,0.2,-,6.24
412,Yvann Maçon,Saint-Etienne,26 years old (01-10-1998),176cm,France,"Defender (Left, Right), Midfielder (Right)",1.5,0.3,1.2,-,-,-,-,-,-,-,0.5,0.1,0.9,0.4,-,0.8,1.3,0.9,2.2,0.7,2.3,-,-,-,-,0.2,0.5,-,0.5,0.1,32.1,1.9,2.1,23.2,4.9,1.3,0.4,-,-,-,-,0.9,0.5,-,0.5,2,1,3,Yvann Maçon,10(1),795,-,-,4,-,0.9,78.2,0.3,-,6.24
413,Jonas Martin,Brest,35 years old (09-04-1990),184cm,France,"Midfielder (Centre, Left)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,0.8,0.1,0.1,0.3,0.7,0.5,0.1,0.1,-,-,0.5,0.2,-,0.2,-,18.7,0.8,0.4,15.9,1.7,0.3,0.3,-,-,-,-,0.2,-,0.1,0.1,0.8,0.3,1.1,Jonas Martin,5(10),479,1,-,2,-,0.2,89,0.3,-,6.24
414,Andy Delort,Montpellier,33 years old (09-10-1991),182cm,Algeria,"Attacking Midfielder (Right), Forward",7.3,3.2,4.1,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.3,0.2,0.3,0.6,1.3,1.2,-,-,-,-,-,0.8,-,0.8,1.1,12.2,0.2,0.2,6.2,5.6,2,0.9,-,-,-,-,1.9,0.6,0.1,1.2,0.6,0.1,0.7,Andy Delort,8(1),611,-,-,1,-,1.9,52.7,3.2,-,6.24
415,Reda Khadra,Reims,23 years old (04-07-2001),180cm,Germany,"Attacking Midfielder (Centre, Left, Right), Forward",-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,0.8,1,1.8,0.8,-,-,-,-,-,-,0.3,-,0.3,-,6.8,-,0.5,5.5,0.8,0.3,-,-,-,-,-,-,-,-,-,0.3,0.3,0.5,Reda Khadra,0(4),78,-,-,-,-,-,81.5,-,-,6.24
416,Pol Lirola,Marseille,27 years old (13-08-1997),183cm,Spain,"Defender (Centre, Right), Midfielder (Left, Right)",0.5,0.2,0.3,0.1,-,-,-,-,-,0.1,0.1,-,0.3,0.1,0.1,0.6,0.1,0.1,0.1,0.5,0.5,0.1,-,0.1,-,0.2,0.4,0.1,0.4,-,17.8,0.1,0.8,15.2,1.7,0.3,0.2,-,-,-,-,0.3,0.1,-,0.2,0.7,0.4,1.2,Pol Lirola,5(13),632,1,2,1,1,0.3,86.3,0.2,-,6.23
417,Wahbi Khazri,Montpellier,34 years old (08-02-1991),176cm,Tunisia,"Midfielder (Centre, Left, Right), Forward",1.1,0.4,0.8,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.3,0.6,0.2,0.8,1,0.8,-,-,-,-,0.2,0.6,0.1,0.6,0.2,10.1,0.7,0.4,6.9,2.1,0.8,0.9,-,-,-,-,1.2,0.8,-,0.5,0.9,0.5,1.3,Wahbi Khazri,10(18),1080,1,1,4,-,1.2,74.8,0.4,1,6.23
420,Dehmaine Tabibou,Nantes,20 years old (17-04-2005),181cm,France,Midfielder,0.5,0.2,0.3,-,-,-,-,-,-,-,-,-,0.1,-,-,0.4,0.1,0.3,0.4,0.3,0.1,-,-,-,-,0.1,0.4,-,0.4,-,4.1,-,0.3,3.2,0.6,0.6,0.3,-,-,-,-,0.3,0.2,-,0.1,0.6,0.1,0.7,Dehmaine Tabibou,0(10),74,-,-,-,-,0.3,78,0.2,-,6.23
421,Valentín Carboni,Marseille,20 years old (05-03-2005),185cm,Argentina,Attacking Midfielder (Centre),0.8,0.5,0.3,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,0.8,-,0.8,0.3,1.3,-,-,-,-,0.3,0.8,-,0.8,-,15,0.3,-,13,1.8,0.5,-,-,-,-,-,0.5,0.3,-,0.3,0.5,0.3,0.8,Valentín Carboni,1(3),101,-,-,1,-,0.5,88.3,0.5,-,6.23
422,Junior Mwanga,Le Havre,21 years old (11-05-2003),184cm,France,Defensive Midfielder (C),0.4,0.3,0.1,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.5,0.3,0.8,0.1,0.8,-,-,-,-,0.3,0.1,-,0.1,-,18.4,0.8,0.3,15.9,1.5,0.6,0.8,-,-,-,-,-,-,-,-,2.1,0.5,2.6,Junior Mwanga,2(6),291,-,-,-,-,-,90.5,0.3,-,6.23
423,Ben Old,Saint-Etienne,22 years old (13-08-2002),173cm,,Midfielder,0.6,0.1,0.5,-,-,-,-,-,-,-,0.1,-,0.7,-,-,0.2,1,0.9,1.9,0.9,0.4,-,-,-,-,0.2,0.7,-,0.7,-,10.2,0.1,0.3,8.4,1.4,1.4,0.5,-,-,-,-,1.1,0.4,-,0.7,0.6,0.8,1.4,Ben Old,4(6),463,-,-,-,-,1.1,83.3,0.1,-,6.23
424,Martín Satriano,Lens,24 years old (20-02-2001),187cm,Uruguay,Forward,1.3,0.8,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,0.5,-,0.3,-,-,-,-,-,0.5,-,0.5,-,4,-,0.3,2.5,1.3,0.5,0.5,-,-,-,-,0.8,-,-,0.8,0.8,-,0.8,Martín Satriano,0(4),39,-,-,-,-,0.8,62.5,0.8,-,6.23
425,Jordan Ferri,Montpellier,33 years old (12-03-1992),173cm,France,Midfielder (Centre),1.2,0.6,0.6,-,-,-,-,-,-,-,0.1,-,0.6,0.2,-,0.8,0.6,0.4,1,1,1.4,-,-,-,-,0.4,0.5,-,0.4,-,48.6,2.3,1.3,41.6,3.4,0.5,1.1,-,-,-,-,0.6,0.6,-,-,1.7,1,2.8,Jordan Ferri,18(4),1568,-,1,5,1,0.6,90.3,0.6,-,6.22
426,Jacques Ekomié,Angers,21 years old (19-08-2003),179cm,France,Defender (Left),1.3,0.7,0.6,-,-,-,-,-,-,-,0.2,0.1,0.7,0.1,-,0.8,1.1,0.3,1.3,1.1,0.7,-,-,-,-,0.3,-,-,-,0.1,10.5,0.3,0.5,7.8,1.9,0.6,0.7,-,-,-,-,0.1,-,-,0.1,1.3,0.3,1.5,Jacques Ekomié,6(9),609,-,-,1,-,0.1,77.1,0.7,-,6.22
427,Jeremy Agbonifo,Lens,19 years old (24-10-2005),178cm,,Forward,1.4,0.1,1.3,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,-,1.4,1.1,2.5,0.6,1.8,0.1,-,0.1,-,0.1,0.4,0.1,0.3,0.3,8.5,-,0.5,6.4,1.6,1.4,0.8,-,-,-,-,0.8,0.1,0.1,0.5,0.9,0.5,1.4,Jeremy Agbonifo,1(7),298,1,-,1,-,0.8,75,0.1,-,6.22
428,Ange Tia,Reims,18 years old (20-11-2006),178cm,,Midfielder,0.7,0.7,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,0.7,-,-,-,0.3,-,-,-,-,-,0.3,-,-,-,-,4.7,0.3,-,3.3,1,-,0.3,-,-,-,-,-,-,-,-,0.3,0.3,0.7,Ange Tia,0(3),24,-,-,-,-,-,78.6,0.7,-,6.22
429,Nhoa Sangui,Reims,19 years old (27-02-2006),178cm,France,Defender (Left),0.6,0.2,0.5,-,-,-,-,-,-,0.1,0.2,0.2,0.2,0.1,-,0.8,0.3,0.4,0.7,0.3,0.4,-,-,-,-,0.3,0.2,-,0.2,-,20.1,0.5,1,16.5,2.1,0.7,0.6,-,-,-,-,0.1,0.1,-,-,0.7,0.1,0.8,Nhoa Sangui,10(14),1088,-,2,3,-,0.1,84.3,0.2,-,6.22
430,Bamba Dieng,Angers,25 years old (23-03-2000),178cm,Senegal,"Attacking Midfielder (Left), Forward",1.9,0.6,1.3,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.2,0.7,0.1,0.8,0.7,0.5,0.2,-,0.2,-,-,0.1,-,0.1,0.2,5.4,-,0.1,4.4,1,0.6,0.6,-,-,-,-,0.8,0.2,-,0.6,0.2,0.1,0.3,Bamba Dieng,5(13),525,3,-,2,-,0.8,80.6,0.6,-,6.21
431,Rémy Descamps,Lyon,28 years old (25-06-1996),194cm,France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,3,3,22,-,-,-,4,-,2,2,-,-,-,-,-,-,-,Rémy Descamps,1,90,-,-,-,-,-,89.3,-,-,6.21
432,Sékou Mara,Strasbourg,22 years old (30-07-2002),184cm,France,Forward,1.8,0.8,1,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.1,0.7,0.5,1.2,0.7,0.7,-,-,-,-,0.1,0.2,-,0.2,0.1,7,0.1,0.1,4.7,2.1,1.1,0.6,-,-,-,-,0.7,0.3,0.1,0.3,0.4,0.3,0.7,Sékou Mara,6(17),637,1,1,2,-,0.7,68.8,0.8,-,6.21
433,Pape Diong,Strasbourg,18 years old (15-06-2006),190cm,Senegal,Midfielder,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.4,-,0.4,-,-,0.1,0.1,-,-,0.3,0.1,-,0.1,-,6.2,0.1,-,5.1,1,0.3,0.1,-,-,-,-,0.6,0.1,0.1,0.3,0.2,0.1,0.3,Pape Diong,1(8),76,1,-,-,-,0.6,83.9,0.4,-,6.2
434,Noah Edjouma,Toulouse,19 years old (04-10-2005),181cm,France,Forward,0.5,0.2,0.3,-,-,-,-,-,-,-,0.1,-,-,-,0.1,0.2,1,0.4,1.4,0.3,0.4,0.2,-,0.2,-,0.2,0.1,-,0.1,-,4.5,0.1,0.1,3.3,1,0.7,0.6,-,-,-,-,0.5,-,0.1,0.4,0.2,0.1,0.3,Noah Edjouma,1(9),165,2,-,-,1,0.5,75.6,0.2,-,6.2
435,Edhy Zuliani,Toulouse,20 years old (11-08-2004),175cm,,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edhy Zuliani,0(1),8,-,-,-,-,-,100,-,-,6.2
438,Maxime Bernauer,Saint-Etienne,26 years old (01-07-1998),186cm,France,Defender (Centre),1.9,1.1,0.8,-,-,-,-,-,-,-,0.4,-,0.4,0.3,0.1,4.3,0.1,0.1,0.3,0.3,1.1,-,-,-,-,0.4,-,-,-,-,39,3.3,3.1,30.9,1.8,0.1,0.1,-,-,-,-,0.3,0.1,-,0.1,0.9,0.3,1.1,Maxime Bernauer,6(2),537,-,-,2,1,0.3,87.5,1.1,-,6.2
439,Nabil Bentaleb,Lille,30 years old (24-11-1994),187cm,Algeria,Midfielder (Centre),0.5,0.3,0.3,-,-,-,-,-,-,-,-,0.1,0.1,-,-,0.5,-,-,-,-,0.1,0.1,0.1,-,-,0.4,0.1,-,0.1,-,14.5,0.9,0.3,11.9,1.5,0.1,0.4,-,-,-,-,0.3,0.1,0.1,-,0.5,0.3,0.8,Nabil Bentaleb,1(7),168,1,-,-,-,0.3,87.9,0.3,-,6.2
440,Warmed Omari,Lyon,25 years old (23-04-2000),188cm,France,Defender (Centre),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Warmed Omari,0(1),7,-,-,-,-,-,100,-,-,6.19
441,Fabien Centonze,Nantes,29 years old (16-01-1996),182cm,France,"Defender (Right), Midfielder (Right)",0.8,0.3,0.5,-,-,-,-,-,-,-,-,0.5,0.3,-,-,1.5,0.8,0.3,1,0.3,0.3,-,-,-,-,0.3,0.8,-,0.8,-,13.8,0.3,0.5,10.8,2.3,0.3,-,-,-,-,-,-,-,-,-,0.8,0.5,1.3,Fabien Centonze,1(3),95,-,-,-,-,-,80,0.3,-,6.19
442,Lucas Michal,Monaco,19 years old (22-06-2005),172cm,France,Forward,1.1,0.4,0.7,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.4,0.1,0.6,0.6,0.7,-,-,-,-,0.1,0.1,-,0.1,-,5.1,-,0.1,4.4,0.6,0.1,0.1,-,-,-,-,0.4,-,-,0.4,0.7,0.3,1,Lucas Michal,0(7),94,-,-,-,-,0.4,86.1,0.4,-,6.19
443,Florian Ayé,Auxerre,28 years old (19-01-1997),184cm,France,Forward,2.1,0.5,1.6,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,0.1,0.1,0.3,0.4,0.1,-,-,-,0.3,0.1,-,0.1,0.1,5.1,0.1,-,3.8,1.2,0.8,0.2,-,-,-,-,0.4,-,0.1,0.3,0.1,0.1,0.2,Florian Ayé,4(19),520,2,-,-,-,0.4,76.3,0.5,-,6.18
446,Ben Viadère,Auxerre,19 years old (02-09-2005),176cm,France,Forward,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,1,-,1,-,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Ben Viadère,0(1),4,-,-,-,-,-,50,-,-,6.17
447,Rayan Fofana,Lens,19 years old (12-02-2006),182cm,,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5,0.5,0.5,-,-,-,-,-,-,-,-,-,4,-,-,2.5,1.5,0.5,-,-,-,-,-,-,-,-,-,1,-,1,Rayan Fofana,0(2),24,-,-,-,-,-,62.5,-,-,6.17
448,Florent Mollet,Nantes,33 years old (19-11-1991),170cm,France,"Attacking Midfielder (Centre, Left, Right)",0.6,0.1,0.4,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.4,0.1,0.2,0.3,0.3,0.2,-,-,-,-,0.1,0.7,0.1,0.6,0.1,10.1,0.3,0.4,8.3,1,0.2,0.1,-,-,-,-,0.7,0.1,-,0.6,0.2,-,0.2,Florent Mollet,3(6),241,-,-,1,-,0.7,85.7,0.1,-,6.17
449,Younes Lachaab,Lille,20 years old (06-01-2005),185cm,France,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,0.5,-,-,-,-,0.5,-,-,-,-,1,-,-,0.5,0.5,1,-,-,-,-,-,0.5,0.5,-,-,0.5,-,0.5,Younes Lachaab,0(2),7,-,-,-,-,0.5,50,-,-,6.17
450,Prosper Peter,Angers,17 years old (09-08-2007),,,Forward,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,2,Prosper Peter,0(1),19,-,-,-,-,-,100,-,-,6.16
452,Mama Baldé,Brest,29 years old (06-11-1995),176cm,Guinea-Bissau,"Defender (Right), Midfielder (Centre, Left, Right), Forward",0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1.5,-,1.5,0.5,0.5,-,-,-,-,0.5,-,-,-,-,3,-,-,2,1,0.5,0.5,-,-,-,-,0.5,-,-,0.5,1,-,1,Mama Baldé,0(2),31,-,-,-,-,0.5,66.7,0.5,-,6.15
453,Victor Orakpo,Nice,19 years old (14-01-2006),194cm,Nigeria,Forward,1.5,0.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,-,-,0.3,4.3,0.3,-,3.5,0.5,0.3,-,-,-,-,-,0.5,-,0.3,0.3,-,-,-,Victor Orakpo,0(4),32,-,-,-,-,0.5,88.2,0.5,-,6.15
454,Yanis Issoufou,Montpellier,18 years old (28-10-2006),182cm,,Forward,0.3,-,0.3,-,-,-,-,-,-,-,-,-,0.3,-,-,0.3,0.3,0.3,0.5,-,0.3,-,-,-,-,-,-,-,-,-,4,-,-,2.5,1.5,0.3,-,-,-,-,-,0.5,-,-,0.5,1.5,0.5,2,Yanis Issoufou,1(3),75,-,-,-,-,0.5,62.5,-,-,6.15
455,Birama Touré,Montpellier,32 years old (06-06-1992),183cm,Mali,Defensive Midfielder (C),1,0.5,0.5,-,-,-,-,-,-,-,0.3,-,0.1,0.4,-,0.9,-,-,-,0.6,0.3,-,-,-,-,0.8,0.4,0.1,0.3,-,15.4,0.6,1.1,12,1.6,0.8,-,-,-,-,-,0.4,0.3,-,0.1,1,0.3,1.3,Birama Touré,2(6),298,-,-,3,-,0.4,82.1,0.5,-,6.15
457,Kyllian Antonio,Lens,17 years old (04-01-2008),183cm,,Defender,1.3,0.7,0.7,-,-,-,-,-,-,-,-,-,1,-,-,1,0.3,0.3,0.7,1,0.7,-,-,-,-,1,-,-,-,-,29.3,0.7,2.3,24.3,2,0.7,0.7,-,-,-,-,0.3,-,-,0.3,1,0.7,1.7,Kyllian Antonio,2(1),140,-,-,-,-,0.3,85.2,0.7,-,6.14
458,Sékou Doucouré,Nantes,20 years old (26-04-2005),187cm,France,Defender,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,2.5,0.5,0.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sékou Doucouré,0(2),11,-,-,-,-,-,80,0.5,-,6.14
459,Óscar Perea,Strasbourg,19 years old (27-09-2005),174cm,Colombia,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,4,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,Óscar Perea,0(1),6,-,-,-,-,-,100,-,-,6.13
460,Lilian Brassier,Rennes,25 years old (02-11-1999),186cm,France,"Defender (Centre, Left)",2.1,1.4,0.7,-,-,-,-,-,-,-,0.3,0.2,0.4,0.3,-,2.2,0.7,0.1,0.8,0.3,0.6,-,-,-,-,0.8,0.1,-,0.1,-,51.8,0.9,2.1,44.3,4.6,0.8,0.3,-,-,-,-,0.4,-,-,0.4,0.7,0.1,0.8,Lilian Brassier,9(3),780,-,-,3,-,0.4,87.1,1.4,-,6.13
461,Othmane Maamma,Montpellier,19 years old (06-10-2005),180cm,Morocco,Forward,0.6,0.2,0.4,0.1,-,-,-,-,-,0.1,-,0.1,0.4,0.1,-,0.1,2.3,0.8,3.2,0.7,0.3,0.1,-,0.1,-,0.1,0.3,-,0.3,0.2,6.8,0.1,0.1,4.5,2.1,1.6,1,-,-,-,-,0.8,0.3,0.1,0.5,0.3,0.3,0.7,Othmane Maamma,2(10),354,1,1,1,-,0.8,67.9,0.2,-,6.13
462,Miha Zajc,Toulouse,30 years old (01-07-1994),180cm,Slovenia,"Midfielder (Centre), Forward",0.6,0.2,0.4,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,0.4,0.1,0.2,0.2,0.1,0.3,-,-,-,-,0.2,0.2,0.1,0.1,-,9.8,0.3,0.4,8.1,1.1,0.2,0.1,-,-,-,-,0.3,0.3,-,0.1,0.2,0.1,0.3,Miha Zajc,1(17),235,-,-,2,-,0.3,85.3,0.2,-,6.13
463,Pierre Cornud,Saint-Etienne,28 years old (12-12-1996),177cm,France,Defender (Left),0.6,0.3,0.4,-,-,-,-,-,-,-,0.4,0.3,0.5,0.2,-,2.3,0.5,0.2,0.6,0.3,0.9,-,-,-,-,0.8,0.3,0.1,0.2,0.1,24.8,1.8,1.6,19,2.4,0.4,0.2,-,-,-,-,-,-,-,-,1.1,0.8,1.9,Pierre Cornud,7(4),576,-,-,2,-,-,83.9,0.3,-,6.13
465,Igor Miladinovic,Saint-Etienne,21 years old (08-06-2003),166cm,,Midfielder,0.7,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.3,-,-,-,-,-,-,0.3,-,-,-,-,5,0.3,-,3.7,1,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,Igor Miladinovic,0(3),23,-,-,-,-,-,80,0.7,-,6.12
467,Tom Pouilly,Lens,21 years old (18-06-2003),180cm,France,Midfielder,0.6,-,0.6,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.6,0.1,0.3,0.4,0.1,0.3,-,-,-,-,0.1,0.3,-,0.3,-,12.7,0.4,0.7,9.7,1.9,0.7,-,-,-,-,-,0.4,0.1,-,0.3,0.6,0.1,0.7,Tom Pouilly,0(7),110,-,-,1,-,0.4,79.8,-,-,6.12
468,Eduard Sobol,Strasbourg,30 years old (20-04-1995),186cm,Ukraine,"Defender (Left), Midfielder (Left)",0.6,0.3,0.3,-,-,-,-,-,-,-,0.1,-,0.1,0.2,-,1.4,-,-,-,0.1,0.4,-,-,-,-,0.2,-,-,-,-,2.6,0.2,0.3,1.7,0.4,0.1,-,-,-,-,-,-,-,-,-,-,0.2,0.2,Eduard Sobol,0(10),87,-,-,2,-,-,73.1,0.3,-,6.12
469,Axel Gueguin,Montpellier,20 years old (24-03-2005),170cm,France,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,-,-,-,-,-,-,-,-,-,5,-,-,4,1,1,-,-,-,-,-,-,-,-,-,1,-,1,Axel Gueguin,0(1),22,-,-,-,-,-,80,-,-,6.11
472,Justin-Noël Kalumba,Angers,20 years old (25-12-2004),180cm,France,Defender (Left),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,0.5,1,0.5,-,-,-,-,-,0.5,-,-,-,-,5,-,-,4.5,0.5,1,1,-,-,-,-,0.5,0.5,-,-,-,-,-,Justin-Noël Kalumba,0(2),29,-,-,-,-,0.5,90,-,-,6.11
473,Terem Moffi,Nice,25 years old (25-05-1999),188cm,Nigeria,"Attacking Midfielder (Right), Forward",1.7,1,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,2.3,-,-,1.3,1,-,-,-,-,-,-,1,0.3,0.3,0.3,-,-,-,Terem Moffi,0(3),42,-,-,-,-,1,57.1,1,-,6.11
474,Keyliane Abdallah,Marseille,19 years old (05-04-2006),185cm,France,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,1,-,-,-,-,-,-,-,-,-,1,-,1,Keyliane Abdallah,0(1),2,-,-,-,-,-,100,-,-,6.1
476,Luiz Felipe,Marseille,28 years old (22-03-1997),187cm,Italy,Defender (Centre),1.5,-,1.5,-,-,-,-,-,-,-,1,-,-,-,-,0.5,0.5,-,0.5,-,-,-,-,-,-,0.5,-,-,-,-,15,-,-,13.5,1.5,-,-,-,-,-,-,-,-,-,-,1,0.5,1.5,Luiz Felipe,1(1),75,-,-,-,-,-,90,-,-,6.09
477,Amine Salama,Reims,24 years old (18-07-2000),192cm,France,Forward,0.3,0.1,0.2,-,-,-,-,-,-,-,0.1,-,0.1,-,-,-,0.6,0.4,1,0.1,0.1,-,-,-,-,0.1,0.3,-,0.3,0.3,4.6,0.3,-,3.4,0.9,1.1,0.5,-,-,-,-,0.5,0.1,0.1,0.4,0.2,0.2,0.4,Amine Salama,2(15),362,-,-,-,-,0.5,79.5,0.1,-,6.09
478,Hamidou Makalou,Brest,18 years old (15-07-2006),164cm,Mali,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,5.5,-,-,5.5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,Hamidou Makalou,0(2),16,-,-,-,-,-,100,-,-,6.09
